address,al_qualified_perc,original_airdrop_amount,added_liquidity,reported_time
sif1n2qeztrfr9cvdqfxq79tyvc98zw9janez5rd85,1.2669399202286669,327.997900813435,415.55363429174355,2021-08-26 20:03:18.087990+00:00
sif1l0cevawxn5vdhnc3r8w4ampam66qk3vm86q2js,1.2649291700008039,327.997900813435,414.89411243794433,2021-08-26 20:03:02.546698+00:00
sif1t6tyztddw0v9xyjh0ahw4t9rr9q47jqy3tk07d,1.2622748397128617,327.997900813435,414.02349767543376,2021-08-26 20:03:55.007657+00:00
sif1ayzdtg0t6jpmwrr8d5xh3cx3q9wdertw7pmrum,1.2622031999999992,327.997900813435,414.0,2021-08-26 20:02:05.938422+00:00
sif178kf7gkqhfnwxv2xe2k2x87p3crgmz96j23935,1.2620595854481113,445.791726105563,562.6157210449848,2021-08-26 20:01:42.454365+00:00
sif1lkdk7hj6j200v4rqeycyelpj9hz70p8r2gvxfn,1.2591543999999992,327.997900813435,413.0,2021-08-26 20:03:07.225659+00:00
sif1pvlur4ce70ndjv9waad4e862edtkdja8x93s6m,1.2561055999999992,327.997900813435,412.0,2021-08-26 20:03:31.741925+00:00
sif1s5x0repxuyljsyq800k4768qzyrl0c3wn27tvm,1.2561055999999992,327.997900813435,412.0,2021-08-26 20:03:47.166548+00:00
sif1h205rcuj6wppfx2ejxq89sx5vkna7s2eal5dzp,1.2553173360603534,327.997900813435,411.74145108250923,2021-08-26 20:02:40.815742+00:00
sif1tayfv3ml5rdlgecspzpxthltryjjcwq7g9mnk5,1.2535598371838923,724.560682394591,908.2801710524134,2021-08-26 20:03:55.513645+00:00
sif15rr4k0gd7eklhxux4m8v037fzt57352qmskz0q,1.2500079999999992,327.997900813435,410.0,2021-08-26 20:01:30.445225+00:00
sif1rdq536awt627r95mxdte3y0vf7fup832e3qxej,1.2500079999999992,327.997900813435,410.0,2021-08-26 20:03:42.740348+00:00
sif1elah386fw4k82uvk3ehkr4n8qjclgvm028ts9x,1.2458572619449404,327.997900813435,408.63856663111426,2021-08-26 20:02:24.264606+00:00
